time,temperature_2m (°C),relative_humidity_2m (%),precipitation_probability (%),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),visibility (m),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_direction_10m (°),wind_direction_80m (°),temperature_80m (°C),temperature_120m (°C)
2024-11-04T06:00,12.9,80,3.0,0.0,0.0,1013.6,781.5,0,24140.0,0.3,3.3,7.1,193,210,15.1,16.1
2024-11-04T07:00,12.6,78,0.0,0.0,0.0,1014.0,781.6,0,24140.0,0.32,3.6,7.9,217,231,15.0,15.9
2024-11-04T08:00,14.0,74,0.0,0.0,0.0,1014.7,783.1,0,24140.0,0.42,1.5,4.7,194,238,14.8,15.7
2024-11-04T09:00,16.6,66,0.0,0.0,0.0,1015.9,785.8,0,24140.0,0.64,5.9,6.6,47,49,15.3,14.8
2024-11-04T10:00,19.0,56,0.0,0.0,0.0,1015.7,787.2,0,24140.0,0.97,6.8,7.4,58,61,17.1,16.6
2024-11-04T11:00,21.3,48,0.0,0.0,0.0,1014.5,787.8,0,24140.0,1.32,5.0,5.2,69,74,19.0,18.5
2024-11-04T12:00,22.8,44,0.0,0.0,0.0,1012.6,787.4,51,24140.0,1.56,4.0,4.0,85,95,20.5,19.9
2024-11-04T13:00,24.2,38,0.0,0.0,0.0,1010.6,786.7,81,24140.0,1.88,3.4,3.7,108,119,21.9,21.4
2024-11-04T14:00,24.9,35,0.0,0.0,0.0,1008.7,785.6,85,24140.0,2.05,3.1,3.5,144,156,22.8,22.3
2024-11-04T15:00,25.0,34,0.0,0.0,0.0,1008.0,785.2,61,24140.0,2.09,2.4,3.0,153,166,23.2,22.7
2024-11-04T16:00,24.6,35,0.0,0.0,0.0,1007.4,784.5,50,24140.0,2.02,6.1,7.1,130,135,23.2,22.7
2024-11-04T17:00,23.8,38,0.0,0.0,0.0,1007.7,784.2,84,24140.0,1.83,8.7,11.7,142,146,22.8,22.3
2024-11-04T18:00,22.7,42,0.0,0.0,0.0,1007.7,783.4,64,24140.0,1.6,7.0,11.4,192,198,22.2,21.7
2024-11-04T19:00,20.7,54,0.0,0.0,0.0,1009.5,783.5,57,12120.0,1.12,5.6,11.8,195,207,20.8,20.3
2024-11-04T20:00,19.3,61,0.0,0.0,0.0,1011.2,783.9,68,13540.0,0.87,4.0,8.7,185,204,19.6,19.3
2024-11-04T21:00,18.1,67,3.0,0.0,0.0,1012.6,784.2,65,24140.0,0.69,2.5,6.0,180,205,18.7,18.6
2024-11-04T22:00,17.3,70,8.0,0.0,0.0,1013.2,784.2,52,23500.0,0.59,1.5,2.8,194,220,17.8,17.9
2024-11-04T23:00,16.3,75,15.0,0.0,0.0,1013.7,783.9,64,24140.0,0.47,3.1,3.4,201,212,17.1,17.2
2024-11-05T00:00,16.5,68,10.0,0.0,0.0,1012.5,783.0,72,24140.0,0.6,5.4,11.8,228,239,17.7,17.9
2024-11-05T01:00,16.1,70,8.0,0.0,0.0,1012.4,782.7,75,24140.0,0.55,4.6,8.2,225,247,17.9,17.9
2024-11-05T02:00,15.5,73,0.0,0.0,0.0,1012.5,782.4,75,24140.0,0.48,3.8,5.5,221,247,17.4,17.5
2024-11-05T03:00,15.0,76,0.0,0.0,0.0,1012.7,782.2,80,24140.0,0.41,3.4,4.0,212,243,16.7,16.7
2024-11-05T04:00,14.5,78,0.0,0.0,0.0,1012.5,781.7,75,24140.0,0.36,2.9,2.7,210,247,16.2,15.9
2024-11-05T05:00,14.1,81,0.0,0.0,0.0,1012.6,781.5,73,24140.0,0.31,2.4,1.3,207,304,15.6,15.2
2024-11-05T06:00,14.2,78,0.0,0.0,0.0,1013.2,782.0,64,24140.0,0.36,2.4,1.6,207,297,15.4,15.0
2024-11-05T07:00,13.4,82,0.0,0.0,0.0,1014.2,782.3,66,24140.0,0.28,3.6,1.0,186,135,14.7,14.2
2024-11-05T08:00,14.3,82,0.0,0.0,0.0,1015.3,783.7,67,24140.0,0.29,3.3,2.3,186,141,14.1,13.6
2024-11-05T09:00,16.2,70,0.0,0.0,0.0,1015.9,785.5,57,24140.0,0.55,3.9,3.8,68,73,14.7,14.2
2024-11-05T10:00,18.6,63,0.0,0.0,0.0,1016.1,787.3,41,24140.0,0.79,4.8,5.4,48,48,16.6,16.1
2024-11-05T11:00,20.9,54,0.0,0.0,0.0,1014.7,787.7,14,24140.0,1.14,6.4,6.9,38,39,18.6,18.1
2024-11-05T12:00,22.5,46,0.0,0.0,0.0,1013.3,787.7,0,24140.0,1.47,7.0,7.8,35,34,20.0,19.4
2024-11-05T13:00,23.6,40,0.0,0.0,0.0,1011.4,786.9,3,24140.0,1.75,5.5,6.3,32,31,21.1,20.5
2024-11-05T14:00,24.5,37,0.0,0.0,0.0,1009.4,785.9,0,24140.0,1.94,7.4,8.2,23,23,22.1,21.5
2024-11-05T15:00,24.9,35,0.0,0.0,0.0,1008.3,785.3,65,24140.0,2.05,4.0,4.4,10,9,22.8,22.2
2024-11-05T16:00,24.3,36,0.0,0.0,0.0,1007.9,784.7,83,24140.0,1.95,4.5,4.9,194,197,22.9,22.4
2024-11-05T17:00,22.6,44,0.0,0.2,0.0,1009.2,784.5,68,24140.0,1.54,7.7,10.2,152,157,21.5,21.0
2024-11-05T18:00,21.7,48,0.0,0.0,0.0,1009.4,784.1,52,24140.0,1.35,9.0,15.9,178,183,21.2,20.8
2024-11-05T19:00,20.1,56,3.0,0.0,0.0,1010.3,783.8,54,24140.0,1.04,6.7,14.8,216,219,20.3,20.1
2024-11-05T20:00,18.9,60,10.0,0.0,0.0,1011.7,784.0,65,20700.0,0.87,5.1,11.8,219,230,19.2,19.3
2024-11-05T21:00,18.3,63,18.0,0.0,0.0,1013.3,784.9,88,24140.0,0.78,1.6,4.9,243,253,18.7,18.8
2024-11-05T22:00,17.7,65,38.0,0.0,0.0,1014.3,785.3,92,24140.0,0.71,4.3,8.8,275,282,18.3,18.4
2024-11-05T23:00,17.2,68,20.0,0.0,0.0,1014.7,785.2,78,24140.0,0.63,4.6,11.0,288,302,17.5,17.4
2024-11-06T00:00,17.0,65,10.0,0.0,0.0,1014.1,784.6,68,24140.0,0.68,3.2,7.2,243,252,17.9,18.0
2024-11-06T01:00,16.3,68,0.0,0.0,0.0,1013.7,783.9,14,24140.0,0.6,2.0,4.0,225,243,17.4,17.5
2024-11-06T02:00,15.5,72,0.0,0.0,0.0,1013.8,783.4,0,24140.0,0.49,1.8,1.6,191,207,16.6,16.7
2024-11-06T03:00,14.5,77,0.0,0.0,0.0,1013.7,782.6,0,24140.0,0.38,2.5,1.9,188,202,15.6,15.6
2024-11-06T04:00,13.7,79,0.0,0.0,0.0,1013.9,782.2,0,24140.0,0.33,3.2,3.1,207,216,15.5,15.1
2024-11-06T05:00,13.2,80,0.0,0.0,0.0,1014.2,782.1,0,24140.0,0.3,2.9,3.3,210,221,15.3,14.9
2024-11-06T06:00,12.8,78,0.0,0.0,0.0,1015.0,782.5,0,24140.0,0.33,3.1,4.8,225,222,15.1,14.8
2024-11-06T07:00,12.5,78,0.0,0.0,0.0,1015.4,782.6,0,24140.0,0.32,3.3,5.1,229,225,15.0,14.7
2024-11-06T08:00,13.7,73,0.0,0.0,0.0,1016.4,784.2,0,24140.0,0.43,1.3,2.8,214,230,14.9,14.6
2024-11-06T09:00,16.0,63,0.0,0.0,0.0,1018.0,787.0,0,24140.0,0.68,7.7,8.2,49,49,14.5,14.0
2024-11-06T10:00,18.3,57,0.0,0.0,0.0,1017.8,788.4,0,24140.0,0.91,5.9,6.4,52,52,16.3,15.7
2024-11-06T11:00,20.9,47,0.0,0.0,0.0,1016.0,788.7,0,24140.0,1.31,3.4,3.7,58,61,18.6,18.0
2024-11-06T12:00,22.9,41,0.0,0.0,0.0,1014.2,788.7,0,24140.0,1.65,4.1,4.1,38,38,20.4,19.8
2024-11-06T13:00,24.2,33,0.0,0.0,0.0,1012.4,788.1,0,24140.0,2.03,5.0,5.0,21,21,21.6,21.0
2024-11-06T14:00,25.1,30,0.0,0.0,0.0,1011.0,787.6,7,24140.0,2.23,6.0,6.3,17,13,22.5,22.0
2024-11-06T15:00,25.5,30,0.0,0.0,0.0,1009.8,786.9,3,24140.0,2.29,6.0,6.6,17,13,23.2,22.7
2024-11-06T16:00,25.4,31,0.0,0.0,0.0,1009.4,786.5,17,24140.0,2.24,6.7,7.8,16,13,23.7,23.1
2024-11-06T17:00,24.9,31,0.0,0.0,0.0,1009.0,785.9,48,24140.0,2.17,7.9,9.8,30,28,23.7,23.2
2024-11-06T18:00,23.6,35,0.0,0.0,0.0,1009.7,785.6,56,24140.0,1.9,7.3,13.8,101,96,23.6,23.1
2024-11-06T19:00,20.8,52,0.0,0.0,0.0,1011.6,785.3,61,24140.0,1.18,7.6,15.8,155,150,21.0,20.6
2024-11-06T20:00,19.7,60,0.0,0.0,0.0,1013.1,785.7,79,24140.0,0.92,4.1,10.1,195,197,19.9,19.8
2024-11-06T21:00,19.5,62,5.0,0.0,0.0,1014.2,786.4,78,24140.0,0.86,1.9,0.7,68,270,19.5,19.6
2024-11-06T22:00,18.6,71,10.0,0.0,0.0,1014.7,786.2,100,24140.0,0.62,0.4,2.3,90,18,18.7,18.6
2024-11-06T23:00,18.3,71,5.0,0.0,0.0,1015.3,786.4,93,24140.0,0.61,3.0,4.7,256,279,18.4,18.2
2024-11-07T00:00,17.9,66,3.0,0.0,0.0,1014.6,785.7,54,24140.0,0.7,2.7,3.6,247,307,19.3,19.1
2024-11-07T01:00,17.8,68,3.0,0.0,0.0,1014.9,785.8,63,24140.0,0.65,1.8,5.5,270,337,18.3,18.0
2024-11-07T02:00,17.6,66,3.0,0.0,0.0,1015.0,785.8,53,24140.0,0.69,0.7,4.4,270,351,17.6,17.1
2024-11-07T03:00,17.0,69,0.0,0.0,0.0,1015.1,785.4,36,24140.0,0.6,1.5,2.6,225,344,17.0,16.6
2024-11-07T04:00,16.3,72,0.0,0.0,0.0,1015.5,785.2,0,24140.0,0.52,2.7,1.5,203,315,16.3,16.0
2024-11-07T05:00,14.6,80,3.0,0.0,0.0,1015.9,784.4,6,24140.0,0.33,3.7,2.5,209,270,15.8,15.4
2024-11-07T06:00,13.9,82,0.0,0.0,0.0,1016.1,784.1,10,24140.0,0.29,3.3,2.5,186,225,16.0,15.8
2024-11-07T07:00,12.8,88,0.0,0.0,0.0,1016.9,783.9,24,24140.0,0.18,3.7,3.5,191,204,15.7,15.5
2024-11-07T08:00,14.2,83,0.0,0.0,0.0,1017.7,785.5,32,24140.0,0.28,3.6,3.5,186,204,15.2,15.3
2024-11-07T09:00,17.3,68,0.0,0.0,0.0,1018.7,788.4,42,24140.0,0.63,2.4,2.4,63,63,15.8,15.3
2024-11-07T10:00,19.7,59,0.0,0.0,0.0,1018.6,789.9,49,24140.0,0.94,2.4,2.7,27,23,17.7,17.1
2024-11-07T11:00,21.9,52,0.0,0.0,0.0,1016.9,790.1,37,24140.0,1.26,2.9,3.3,7,6,19.5,18.9
2024-11-07T12:00,24.3,38,0.0,0.0,0.0,1014.7,789.9,0,24140.0,1.88,9.5,11.1,29,29,21.6,21.1
2024-11-07T13:00,25.4,31,0.0,0.0,0.0,1012.9,789.2,0,24140.0,2.24,10.8,12.8,21,22,22.6,22.1
2024-11-07T14:00,25.9,29,0.0,0.0,0.0,1011.7,788.7,0,24140.0,2.38,10.7,12.6,14,13,23.3,22.7
2024-11-07T15:00,26.0,28,0.0,0.0,0.0,1010.9,788.1,6,24140.0,2.43,12.3,15.2,7,7,23.7,23.2
2024-11-07T16:00,25.7,28,0.0,0.0,0.0,1010.1,787.3,11,24140.0,2.38,13.7,18.0,3,2,23.9,23.4
2024-11-07T17:00,24.9,30,0.0,0.0,0.0,1010.2,786.8,22,24140.0,2.21,14.4,21.3,4,6,23.8,23.3
2024-11-07T18:00,23.9,31,0.0,0.0,0.0,1010.4,786.3,16,24140.0,2.05,11.6,21.2,355,360,23.6,23.1
2024-11-07T19:00,21.6,44,0.0,0.0,0.0,1012.8,786.7,12,24140.0,1.45,14.3,27.1,10,14,21.3,20.8
2024-11-07T20:00,19.6,54,0.0,0.0,0.0,1014.9,787.0,0,24140.0,1.05,6.5,13.5,357,9,19.3,18.9
2024-11-07T21:00,18.4,60,0.0,0.0,0.0,1016.3,787.3,43,24140.0,0.85,7.0,12.6,282,307,18.7,18.3
2024-11-07T22:00,17.4,64,0.0,0.0,0.0,1016.7,786.9,38,24140.0,0.72,7.4,15.9,284,298,18.0,17.8
2024-11-07T23:00,16.4,68,0.0,0.0,0.0,1016.8,786.3,40,24140.0,0.6,5.8,12.7,274,295,17.3,17.1
2024-11-08T00:00,16.0,65,0.0,0.0,0.0,1016.1,785.5,42,24140.0,0.64,6.2,12.6,260,283,17.7,17.6
2024-11-08T01:00,15.2,67,0.0,0.0,0.0,1016.1,785.0,90,24140.0,0.57,4.9,9.6,253,283,17.2,17.2
2024-11-08T02:00,14.5,69,0.0,0.0,0.0,1015.8,784.3,96,24140.0,0.51,2.9,6.0,240,295,16.4,16.7
2024-11-08T03:00,13.9,71,0.0,0.0,0.0,1015.7,783.7,100,24140.0,0.46,2.9,2.8,210,310,15.4,15.7
2024-11-08T04:00,12.7,76,0.0,0.0,0.0,1016.0,783.1,100,24140.0,0.35,4.0,1.8,190,233,14.5,14.7
2024-11-08T05:00,11.5,81,0.0,0.0,0.0,1016.4,782.6,100,24140.0,0.26,4.0,4.2,190,211,14.1,14.2
2024-11-08T06:00,12.3,79,0.0,0.0,0.0,1015.9,782.8,100,24140.0,0.3,5.4,8.7,217,232,15.9,16.0
2024-11-08T07:00,12.0,77,0.0,0.0,0.0,1016.1,782.7,93,24140.0,0.32,4.7,6.6,203,225,15.9,16.3
2024-11-08T08:00,13.2,73,0.0,0.0,0.0,1017.1,784.4,75,24140.0,0.41,4.1,4.3,195,222,14.7,16.0
2024-11-08T09:00,16.4,60,0.0,0.0,0.0,1018.0,787.2,69,24140.0,0.75,0.5,0.5,135,135,15.0,15.3
2024-11-08T10:00,19.8,44,0.0,0.0,0.0,1017.2,788.9,66,24140.0,1.3,0.8,1.1,297,288,18.1,17.6
2024-11-08T11:00,22.1,35,0.0,0.0,0.0,1015.6,789.2,95,24140.0,1.74,2.5,2.9,8,7,19.8,19.3
2024-11-08T12:00,23.7,34,0.0,0.0,0.0,1014.9,789.7,58,24140.0,1.94,9.6,11.7,20,18,21.1,20.5
2024-11-08T13:00,24.8,30,0.0,0.0,0.0,1012.7,788.7,17,24140.0,2.2,14.4,18.8,13,12,22.1,21.5
2024-11-08T14:00,25.2,29,0.0,0.0,0.0,1011.2,787.8,7,24140.0,2.28,13.8,17.6,15,15,22.6,22.0
2024-11-08T15:00,25.2,31,0.0,0.0,0.0,1010.1,787.0,10,24140.0,2.22,12.5,16.3,18,18,22.9,22.3
2024-11-08T16:00,25.0,30,0.0,0.0,0.0,1009.7,786.5,35,24140.0,2.22,12.8,16.9,16,16,23.2,22.6
2024-11-08T17:00,24.3,29,0.0,0.0,0.0,1010.0,786.3,13,24140.0,2.16,12.7,19.1,15,16,23.1,22.6
2024-11-08T18:00,23.4,31,0.0,0.0,0.0,1009.9,785.6,29,24140.0,1.99,11.2,21.1,4,9,23.2,22.8
2024-11-08T19:00,21.7,35,0.0,0.0,0.0,1011.5,785.7,0,24140.0,1.69,6.8,17.0,360,13,22.0,21.7
2024-11-08T20:00,19.7,43,0.0,0.0,0.0,1013.0,785.6,0,24140.0,1.31,4.7,13.2,360,26,20.1,19.9
2024-11-08T21:00,18.4,48,0.0,0.0,0.0,1014.7,786.1,8,24140.0,1.1,3.3,3.9,264,34,18.8,18.5
2024-11-08T22:00,15.7,62,0.0,0.0,0.0,1015.4,784.7,0,24140.0,0.68,6.2,7.3,263,281,18.4,18.1
2024-11-08T23:00,15.0,65,0.0,0.0,0.0,1015.5,784.4,0,24140.0,0.6,6.6,11.6,241,265,18.3,18.2
2024-11-09T00:00,15.0,63,0.0,0.0,0.0,1015.6,784.4,0,24140.0,0.63,6.3,11.5,246,274,18.6,18.4
2024-11-09T01:00,14.2,65,0.0,0.0,0.0,1015.3,783.6,0,24140.0,0.57,5.3,9.1,242,279,18.2,18.0
2024-11-09T02:00,13.5,67,0.0,0.0,0.0,1015.2,783.1,0,24140.0,0.51,3.6,7.0,233,282,17.2,17.5
2024-11-09T03:00,12.8,70,0.0,0.0,0.0,1015.2,782.6,0,24140.0,0.44,3.2,3.0,207,284,15.8,16.5
2024-11-09T04:00,11.3,77,0.0,0.0,0.0,1015.5,781.8,0,24140.0,0.31,4.1,2.3,195,252,14.3,15.0
2024-11-09T05:00,10.3,81,0.0,0.0,0.0,1015.8,781.3,0,24140.0,0.24,4.6,4.8,198,228,13.8,14.3
2024-11-09T06:00,10.2,80,0.0,0.0,0.0,1015.5,781.0,0,24140.0,0.25,4.6,5.0,198,240,14.6,15.3
2024-11-09T07:00,9.5,83,0.0,0.0,0.0,1016.8,781.5,0,24140.0,0.2,4.5,4.6,194,219,13.9,14.7
2024-11-09T08:00,11.3,77,0.0,0.0,0.0,1017.7,783.5,0,24140.0,0.31,4.0,4.2,180,200,13.1,13.8
2024-11-09T09:00,15.1,61,0.0,0.0,0.0,1019.0,787.1,0,24140.0,0.67,1.4,1.5,90,104,13.7,13.2
2024-11-09T10:00,18.4,49,0.0,0.0,0.0,1018.0,788.6,0,24140.0,1.08,1.5,1.5,346,346,16.6,16.0
2024-11-09T11:00,21.1,38,0.0,0.0,0.0,1016.3,789.1,0,24140.0,1.56,2.7,3.2,337,333,18.8,18.3
2024-11-09T12:00,23.0,33,0.0,0.0,0.0,1014.6,789.0,0,24140.0,1.88,8.7,10.1,5,6,20.3,19.8
2024-11-09T13:00,24.0,31,0.0,0.0,0.0,1013.2,788.6,0,24140.0,2.06,11.9,14.5,14,14,21.2,20.6
2024-11-09T14:00,24.6,32,0.0,0.0,0.0,1011.8,787.9,6,24140.0,2.1,12.1,15.1,12,12,21.9,21.3
2024-11-09T15:00,24.9,31,0.0,0.0,0.0,1010.4,787.0,3,24140.0,2.18,12.3,16.0,7,8,22.6,22.0
2024-11-09T16:00,24.8,31,0.0,0.0,0.0,1010.1,786.7,21,24140.0,2.17,13.5,18.4,9,11,23.0,22.4
2024-11-09T17:00,23.9,33,0.0,0.0,0.0,1010.4,786.3,49,24140.0,1.99,14.8,22.5,14,16,22.7,22.2
2024-11-09T18:00,22.9,32,0.0,0.0,0.0,1011.3,786.4,30,24140.0,1.9,14.2,26.4,7,11,22.6,22.2
2024-11-09T19:00,20.6,43,0.0,0.0,0.0,1013.2,786.3,25,24140.0,1.38,13.1,25.5,9,13,20.4,20.0
2024-11-09T20:00,18.5,55,0.0,0.0,0.0,1015.4,786.7,13,24140.0,0.96,7.2,14.8,342,354,18.4,18.0
2024-11-09T21:00,17.0,64,0.0,0.0,0.0,1016.9,786.8,23,24140.0,0.7,4.8,10.2,283,318,17.6,17.2
2024-11-09T22:00,15.7,71,0.0,0.0,0.0,1017.6,786.4,16,24140.0,0.52,5.1,10.6,262,298,17.0,16.7
2024-11-09T23:00,14.3,78,0.0,0.0,0.0,1018.1,785.9,19,24140.0,0.36,4.3,9.6,246,290,16.1,16.0
2024-11-10T00:00,14.2,79,0.0,0.0,0.0,1016.9,784.9,34,24140.0,0.34,4.1,7.9,232,273,16.5,16.6
2024-11-10T01:00,13.2,83,0.0,0.0,0.0,1017.0,784.3,38,24140.0,0.26,3.8,5.4,221,270,15.7,16.0
2024-11-10T02:00,12.1,86,0.0,0.0,0.0,1016.7,783.3,27,24140.0,0.2,3.7,3.4,209,288,14.6,15.3
2024-11-10T03:00,11.2,87,0.0,0.0,0.0,1017.3,783.1,5,24140.0,0.17,4.1,1.3,195,304,13.2,13.7
2024-11-10T04:00,10.3,89,0.0,0.0,0.0,1017.7,782.8,2,24140.0,0.14,4.0,2.3,190,219,12.4,12.4
2024-11-10T05:00,9.8,90,0.0,0.0,0.0,1018.0,782.6,3,24140.0,0.12,3.7,3.9,191,214,12.2,12.1
2024-11-10T06:00,10.4,86,0.0,0.0,0.0,1018.1,783.1,63,24140.0,0.18,4.8,6.6,207,229,13.7,14.0
2024-11-10T07:00,10.3,82,0.0,0.0,0.0,1018.7,783.5,62,24140.0,0.23,4.6,6.1,198,220,13.3,14.2
2024-11-10T08:00,11.6,78,0.0,0.0,0.0,1019.7,785.2,58,24140.0,0.3,3.6,4.4,186,189,12.2,13.0
2024-11-10T09:00,14.4,67,0.0,0.0,0.0,1020.9,788.1,23,24140.0,0.54,0.7,1.1,90,108,12.9,12.4
2024-11-10T10:00,17.6,54,0.0,0.0,0.0,1020.3,789.9,24,24140.0,0.93,1.0,1.3,315,304,15.8,15.3
2024-11-10T11:00,20.2,39,0.0,0.0,0.0,1018.9,790.5,31,24140.0,1.45,3.7,4.2,331,329,17.8,17.3
2024-11-10T12:00,22.3,28,0.0,0.0,0.0,1016.8,790.3,2,24140.0,1.95,5.8,6.8,360,357,19.7,19.2
2024-11-10T13:00,23.7,23,0.0,0.0,0.0,1015.0,789.8,9,24140.0,2.26,7.8,9.2,13,11,21.0,20.5
2024-11-10T14:00,24.4,24,0.0,0.0,0.0,1013.3,788.9,9,24140.0,2.32,10.0,12.0,21,21,21.8,21.2
2024-11-10T15:00,24.6,27,0.0,0.0,0.0,1012.6,788.5,6,24140.0,2.26,10.6,13.6,10,11,22.3,21.7
2024-11-10T16:00,24.6,28,0.0,0.0,0.0,1012.2,788.2,0,24140.0,2.23,10.4,14.1,360,3,22.8,22.3
2024-11-10T17:00,24.4,23,0.0,0.0,0.0,1012.1,788.0,10,24140.0,2.36,10.9,17.4,9,13,23.4,22.9
2024-11-10T18:00,23.6,24,0.0,0.0,0.0,1012.0,787.4,29,24140.0,2.22,11.2,22.8,15,21,23.5,23.1
2024-11-10T19:00,20.9,37,0.0,0.0,0.0,1014.4,787.5,35,24140.0,1.56,11.2,22.2,358,8,20.8,20.4
2024-11-10T20:00,18.8,47,0.0,0.0,0.0,1016.4,787.6,7,24140.0,1.15,6.4,13.2,313,343,19.0,18.7
2024-11-10T21:00,17.0,55,0.0,0.0,0.0,1017.7,787.4,0,24140.0,0.87,6.2,12.6,263,301,18.3,18.0
2024-11-10T22:00,15.9,60,0.0,0.0,0.0,1018.4,787.2,22,24140.0,0.72,5.1,11.6,262,292,17.8,17.6
2024-11-10T23:00,14.9,67,0.0,0.0,0.0,1018.7,786.7,0,24140.0,0.56,3.9,8.4,248,290,16.9,16.9
2024-11-11T00:00,15.1,65,0.0,0.0,0.0,1018.5,786.7,0,24140.0,0.6,2.2,4.7,270,302,16.6,16.8
2024-11-11T01:00,14.3,67,0.0,0.0,0.0,1018.6,786.3,0,24140.0,0.54,1.6,1.3,243,236,16.0,15.9
2024-11-11T02:00,13.8,69,0.0,0.0,0.0,1018.9,786.1,3,24140.0,0.49,2.7,1.9,247,292,15.4,15.1
2024-11-11T03:00,12.3,77,0.0,0.0,0.0,1019.0,785.2,8,24140.0,0.33,3.2,4.2,243,290,14.7,14.3
2024-11-11T04:00,11.7,79,0.0,0.0,0.0,1018.9,784.7,0,24140.0,0.29,1.9,3.9,248,326,13.5,13.4
2024-11-11T05:00,11.6,78,0.0,0.0,0.0,1019.5,785.1,0,24140.0,0.3,2.1,2.2,211,351,12.1,12.2
2024-11-11T06:00,11.1,78,0.0,0.0,0.0,1020.0,785.1,2,24140.0,0.29,2.6,1.8,214,259,12.2,12.5
2024-11-11T07:00,10.2,82,0.0,0.0,0.0,1020.6,784.9,4,24140.0,0.22,3.0,2.3,194,219,11.9,12.5
2024-11-11T08:00,10.9,82,0.0,0.0,0.0,1021.3,786.0,8,24140.0,0.24,2.9,3.6,180,186,11.6,11.8
2024-11-11T09:00,14.3,64,0.0,0.0,0.0,1022.2,789.1,15,24140.0,0.59,1.1,1.1,360,360,12.9,12.4
2024-11-11T10:00,17.3,54,0.0,0.0,0.0,1021.4,790.5,21,24140.0,0.91,3.3,3.6,354,354,15.4,14.8
2024-11-11T11:00,20.2,36,0.0,0.0,0.0,1019.6,791.1,22,24140.0,1.52,5.0,5.8,360,356,17.8,17.2
2024-11-11T12:00,22.5,25,0.0,0.0,0.0,1017.5,790.9,21,24140.0,2.05,7.6,8.7,19,17,19.8,19.2
2024-11-11T13:00,23.3,26,0.0,0.0,0.0,1015.6,790.0,22,24140.0,2.12,8.9,10.5,27,27,20.6,20.0
2024-11-11T14:00,24.1,26,0.0,0.0,0.0,1013.6,789.0,22,24140.0,2.23,7.1,8.6,24,22,21.4,20.9
2024-11-11T15:00,24.8,24,0.0,0.0,0.0,1012.4,788.5,18,24140.0,2.38,7.0,8.6,21,22,22.4,21.8
2024-11-11T16:00,24.9,22,0.0,0.0,0.0,1011.7,788.0,21,24140.0,2.46,8.7,11.6,24,26,23.1,22.5
2024-11-11T17:00,24.2,23,0.0,0.0,0.0,1011.7,787.6,35,24140.0,2.33,11.9,18.5,25,27,23.0,22.5
2024-11-11T18:00,22.3,25,0.0,0.0,0.0,1012.5,786.9,55,24140.0,2.03,13.8,26.0,15,19,22.0,21.6
2024-11-11T19:00,19.7,34,0.0,0.0,0.0,1014.8,787.0,69,24140.0,1.52,12.1,23.5,17,23,19.4,19.0
2024-11-11T20:00,17.6,40,0.0,0.0,0.0,1016.7,787.1,71,24140.0,1.21,6.5,12.8,326,350,17.7,17.3
2024-11-11T21:00,16.0,47,0.0,0.0,0.0,1018.1,787.1,69,24140.0,0.97,6.3,13.6,283,307,17.0,16.6
2024-11-11T22:00,14.9,51,0.0,0.0,0.0,1018.7,786.8,17,24140.0,0.83,5.4,13.4,278,301,16.3,16.2
2024-11-11T23:00,14.1,55,0.0,0.0,0.0,1019.1,786.5,6,24140.0,0.72,3.3,8.6,257,303,15.6,15.5
2024-11-12T00:00,13.9,53,0.0,0.0,0.0,1018.1,785.6,25,24140.0,0.75,3.0,7.0,256,305,15.8,15.7
2024-11-12T01:00,13.8,53,0.0,0.0,0.0,1018.3,785.7,11,24140.0,0.75,1.1,4.0,252,333,15.2,15.2
2024-11-12T02:00,13.6,53,0.0,0.0,0.0,1018.3,785.5,7,24140.0,0.73,2.6,1.3,196,304,14.6,14.6
2024-11-12T03:00,12.7,55,0.0,0.0,0.0,1018.4,785.0,14,24140.0,0.66,3.2,0.0,180,180,13.9,14.0
2024-11-12T04:00,10.9,62,0.0,0.0,0.0,1018.4,783.7,30,24140.0,0.5,3.7,1.1,169,162,13.0,13.1
2024-11-12T05:00,8.5,75,0.0,0.0,0.0,1018.8,782.4,42,24140.0,0.28,3.6,1.9,174,158,12.0,12.2
2024-11-12T06:00,8.3,80,0.0,0.0,0.0,1019.0,782.4,23,24140.0,0.22,4.4,3.3,171,186,12.8,12.9
2024-11-12T07:00,7.8,83,0.0,0.0,0.0,1019.7,782.5,23,24140.0,0.18,4.1,3.6,165,180,12.6,12.6
2024-11-12T08:00,9.5,77,0.0,0.0,0.0,1020.3,784.2,13,24140.0,0.27,4.0,4.0,170,170,12.3,12.3
2024-11-12T09:00,14.4,53,0.0,0.0,0.0,1020.9,788.1,9,24140.0,0.77,0.8,0.7,63,90,13.0,12.5
2024-11-12T10:00,17.2,44,0.0,0.0,0.0,1019.5,788.9,19,24140.0,1.1,3.3,3.3,41,41,15.2,14.6
2024-11-12T11:00,19.7,36,0.0,0.0,0.0,1018.1,789.5,28,24140.0,1.47,4.9,5.1,54,51,17.2,16.7
2024-11-12T12:00,22.1,27,0.0,0.0,0.0,1015.9,789.4,27,24140.0,1.94,7.7,8.7,41,42,19.4,18.8
2024-11-12T13:00,23.4,21,0.0,0.0,0.0,1014.0,788.8,32,24140.0,2.28,7.7,8.7,37,38,20.7,20.1
